path,valence
../mel_spectrograms\spectrogram_2372.npy,1.75
../mel_spectrograms\spectrogram_2373.npy,2.5
../mel_spectrograms\spectrogram_2374.npy,3.0
../mel_spectrograms\spectrogram_2375.npy,2.25
../mel_spectrograms\spectrogram_2376.npy,1.5
../mel_spectrograms\spectrogram_2377.npy,2.75
../mel_spectrograms\spectrogram_2378.npy,2.0
../mel_spectrograms\spectrogram_2379.npy,2.5
../mel_spectrograms\spectrogram_2380.npy,2.75
../mel_spectrograms\spectrogram_2381.npy,2.0
../mel_spectrograms\spectrogram_2382.npy,3.0
../mel_spectrograms\spectrogram_2383.npy,3.5
../mel_spectrograms\spectrogram_2384.npy,1.25
../mel_spectrograms\spectrogram_2385.npy,4.25
../mel_spectrograms\spectrogram_2386.npy,3.75
../mel_spectrograms\spectrogram_2387.npy,1.5
../mel_spectrograms\spectrogram_2388.npy,4.5
../mel_spectrograms\spectrogram_2389.npy,1.75
../mel_spectrograms\spectrogram_2390.npy,4.5
../mel_spectrograms\spectrogram_2391.npy,2.75
../mel_spectrograms\spectrogram_2392.npy,2.25
../mel_spectrograms\spectrogram_2393.npy,2.75
../mel_spectrograms\spectrogram_2394.npy,3.0
../mel_spectrograms\spectrogram_2395.npy,2.75
../mel_spectrograms\spectrogram_2396.npy,3.5
../mel_spectrograms\spectrogram_2397.npy,2.25
../mel_spectrograms\spectrogram_2398.npy,2.25
../mel_spectrograms\spectrogram_2399.npy,4.0
../mel_spectrograms\spectrogram_2400.npy,2.75
../mel_spectrograms\spectrogram_2401.npy,3.25
../mel_spectrograms\spectrogram_2402.npy,3.25
../mel_spectrograms\spectrogram_2403.npy,4.25
../mel_spectrograms\spectrogram_2404.npy,3.5
../mel_spectrograms\spectrogram_2405.npy,2.25
../mel_spectrograms\spectrogram_2406.npy,4.0
../mel_spectrograms\spectrogram_2407.npy,3.25
../mel_spectrograms\spectrogram_2408.npy,3.25
../mel_spectrograms\spectrogram_2409.npy,1.5
../mel_spectrograms\spectrogram_2410.npy,3.25
../mel_spectrograms\spectrogram_2411.npy,3.75
../mel_spectrograms\spectrogram_2412.npy,2.75
../mel_spectrograms\spectrogram_2413.npy,3.0
../mel_spectrograms\spectrogram_2414.npy,3.5
../mel_spectrograms\spectrogram_2415.npy,1.25
../mel_spectrograms\spectrogram_2416.npy,1.0
../mel_spectrograms\spectrogram_2417.npy,1.75
../mel_spectrograms\spectrogram_2418.npy,4.0
../mel_spectrograms\spectrogram_2419.npy,3.25
../mel_spectrograms\spectrogram_2420.npy,2.25
../mel_spectrograms\spectrogram_2421.npy,2.5
../mel_spectrograms\spectrogram_2422.npy,1.0
../mel_spectrograms\spectrogram_2423.npy,1.25
../mel_spectrograms\spectrogram_2424.npy,1.0
../mel_spectrograms\spectrogram_2425.npy,2.0
../mel_spectrograms\spectrogram_2426.npy,3.75
../mel_spectrograms\spectrogram_2427.npy,1.5
../mel_spectrograms\spectrogram_2428.npy,4.5
../mel_spectrograms\spectrogram_2429.npy,2.75
../mel_spectrograms\spectrogram_2430.npy,2.5
../mel_spectrograms\spectrogram_2431.npy,2.25
../mel_spectrograms\spectrogram_2432.npy,3.25
../mel_spectrograms\spectrogram_2433.npy,3.75
../mel_spectrograms\spectrogram_2434.npy,3.0
../mel_spectrograms\spectrogram_2435.npy,1.5
../mel_spectrograms\spectrogram_2436.npy,1.75
../mel_spectrograms\spectrogram_2437.npy,3.25
../mel_spectrograms\spectrogram_2438.npy,1.25
../mel_spectrograms\spectrogram_2439.npy,4.25
../mel_spectrograms\spectrogram_2440.npy,3.5
../mel_spectrograms\spectrogram_2441.npy,1.25
../mel_spectrograms\spectrogram_2442.npy,3.25
../mel_spectrograms\spectrogram_2443.npy,2.75
../mel_spectrograms\spectrogram_2444.npy,2.5
../mel_spectrograms\spectrogram_2445.npy,3.25
../mel_spectrograms\spectrogram_2446.npy,1.75
../mel_spectrograms\spectrogram_2447.npy,1.75
../mel_spectrograms\spectrogram_2448.npy,2.75
../mel_spectrograms\spectrogram_2449.npy,1.0
../mel_spectrograms\spectrogram_2450.npy,4.25
../mel_spectrograms\spectrogram_2451.npy,3.5
../mel_spectrograms\spectrogram_2452.npy,2.0
../mel_spectrograms\spectrogram_2453.npy,2.25
../mel_spectrograms\spectrogram_2454.npy,2.25
../mel_spectrograms\spectrogram_2455.npy,2.25
../mel_spectrograms\spectrogram_2456.npy,4.5
../mel_spectrograms\spectrogram_2457.npy,2.75
../mel_spectrograms\spectrogram_2458.npy,1.0
../mel_spectrograms\spectrogram_2459.npy,2.25
../mel_spectrograms\spectrogram_2460.npy,2.0
../mel_spectrograms\spectrogram_2461.npy,4.25
../mel_spectrograms\spectrogram_2462.npy,1.75
../mel_spectrograms\spectrogram_2463.npy,1.5
../mel_spectrograms\spectrogram_2464.npy,1.75
../mel_spectrograms\spectrogram_2465.npy,3.75
../mel_spectrograms\spectrogram_2466.npy,3.25
../mel_spectrograms\spectrogram_2467.npy,3.25
../mel_spectrograms\spectrogram_2468.npy,2.75
../mel_spectrograms\spectrogram_2469.npy,3.0
../mel_spectrograms\spectrogram_2470.npy,2.25
../mel_spectrograms\spectrogram_2471.npy,3.75
../mel_spectrograms\spectrogram_2472.npy,1.0
../mel_spectrograms\spectrogram_2473.npy,2.5
../mel_spectrograms\spectrogram_2474.npy,1.25
../mel_spectrograms\spectrogram_2475.npy,2.75
../mel_spectrograms\spectrogram_2476.npy,2.5
../mel_spectrograms\spectrogram_2477.npy,3.75
../mel_spectrograms\spectrogram_2478.npy,1.25
../mel_spectrograms\spectrogram_2479.npy,2.0
../mel_spectrograms\spectrogram_2480.npy,4.25
../mel_spectrograms\spectrogram_2481.npy,2.25
../mel_spectrograms\spectrogram_2482.npy,2.5
../mel_spectrograms\spectrogram_2483.npy,2.0
../mel_spectrograms\spectrogram_2484.npy,3.5
../mel_spectrograms\spectrogram_2485.npy,3.0
../mel_spectrograms\spectrogram_2486.npy,3.5
../mel_spectrograms\spectrogram_2487.npy,1.75
../mel_spectrograms\spectrogram_2488.npy,2.75
../mel_spectrograms\spectrogram_2489.npy,2.25
../mel_spectrograms\spectrogram_2490.npy,2.0
../mel_spectrograms\spectrogram_2491.npy,3.0
../mel_spectrograms\spectrogram_2492.npy,4.5
../mel_spectrograms\spectrogram_2493.npy,3.5
../mel_spectrograms\spectrogram_2494.npy,2.75
../mel_spectrograms\spectrogram_2495.npy,3.75
../mel_spectrograms\spectrogram_2496.npy,3.5
../mel_spectrograms\spectrogram_2497.npy,3.0
../mel_spectrograms\spectrogram_2498.npy,2.25
../mel_spectrograms\spectrogram_2499.npy,4.5
../mel_spectrograms\spectrogram_2500.npy,1.25
../mel_spectrograms\spectrogram_2501.npy,4.25
../mel_spectrograms\spectrogram_2502.npy,1.75
../mel_spectrograms\spectrogram_2503.npy,2.75
../mel_spectrograms\spectrogram_2504.npy,3.0
../mel_spectrograms\spectrogram_2505.npy,2.5
../mel_spectrograms\spectrogram_2506.npy,3.5
../mel_spectrograms\spectrogram_2507.npy,2.5
../mel_spectrograms\spectrogram_2508.npy,3.25
../mel_spectrograms\spectrogram_2509.npy,3.25
../mel_spectrograms\spectrogram_2510.npy,3.5
../mel_spectrograms\spectrogram_2511.npy,2.25
../mel_spectrograms\spectrogram_2512.npy,2.0
../mel_spectrograms\spectrogram_2513.npy,2.75
../mel_spectrograms\spectrogram_2514.npy,3.5
../mel_spectrograms\spectrogram_2515.npy,3.5
../mel_spectrograms\spectrogram_2516.npy,2.0
../mel_spectrograms\spectrogram_2517.npy,3.75
../mel_spectrograms\spectrogram_2518.npy,2.0
../mel_spectrograms\spectrogram_2519.npy,1.5
../mel_spectrograms\spectrogram_2520.npy,1.0
../mel_spectrograms\spectrogram_2521.npy,2.25
../mel_spectrograms\spectrogram_2522.npy,4.5
../mel_spectrograms\spectrogram_2523.npy,4.0
../mel_spectrograms\spectrogram_2524.npy,2.5
../mel_spectrograms\spectrogram_2525.npy,3.25
../mel_spectrograms\spectrogram_2526.npy,1.0
../mel_spectrograms\spectrogram_2527.npy,3.5
../mel_spectrograms\spectrogram_2528.npy,4.0
../mel_spectrograms\spectrogram_2529.npy,1.0
../mel_spectrograms\spectrogram_2530.npy,4.5
../mel_spectrograms\spectrogram_2531.npy,1.25
../mel_spectrograms\spectrogram_2532.npy,2.25
../mel_spectrograms\spectrogram_2533.npy,3.0
../mel_spectrograms\spectrogram_2534.npy,1.75
../mel_spectrograms\spectrogram_2535.npy,2.5
../mel_spectrograms\spectrogram_2536.npy,3.25
../mel_spectrograms\spectrogram_2537.npy,2.5
../mel_spectrograms\spectrogram_2538.npy,2.0
../mel_spectrograms\spectrogram_2539.npy,1.25
../mel_spectrograms\spectrogram_2540.npy,4.25
../mel_spectrograms\spectrogram_2541.npy,2.0
../mel_spectrograms\spectrogram_2542.npy,4.25
../mel_spectrograms\spectrogram_2543.npy,2.5
../mel_spectrograms\spectrogram_2544.npy,2.25
../mel_spectrograms\spectrogram_2545.npy,2.5
../mel_spectrograms\spectrogram_2546.npy,2.25
../mel_spectrograms\spectrogram_2547.npy,3.0
../mel_spectrograms\spectrogram_2548.npy,4.0
../mel_spectrograms\spectrogram_2549.npy,3.5
../mel_spectrograms\spectrogram_2550.npy,3.25
../mel_spectrograms\spectrogram_2551.npy,1.5
../mel_spectrograms\spectrogram_2552.npy,2.5
../mel_spectrograms\spectrogram_2553.npy,3.0
../mel_spectrograms\spectrogram_2554.npy,2.5
../mel_spectrograms\spectrogram_2555.npy,3.25
../mel_spectrograms\spectrogram_2556.npy,2.0
../mel_spectrograms\spectrogram_2557.npy,2.0
../mel_spectrograms\spectrogram_2558.npy,2.25
../mel_spectrograms\spectrogram_2559.npy,1.0
../mel_spectrograms\spectrogram_2560.npy,2.0
../mel_spectrograms\spectrogram_2561.npy,3.75
../mel_spectrograms\spectrogram_2562.npy,2.25
../mel_spectrograms\spectrogram_2563.npy,4.25
../mel_spectrograms\spectrogram_2564.npy,2.5
../mel_spectrograms\spectrogram_2565.npy,3.0
../mel_spectrograms\spectrogram_2566.npy,2.25
../mel_spectrograms\spectrogram_2567.npy,3.5
../mel_spectrograms\spectrogram_2568.npy,1.75
../mel_spectrograms\spectrogram_2569.npy,4.0
../mel_spectrograms\spectrogram_2570.npy,3.25
../mel_spectrograms\spectrogram_2571.npy,1.0
../mel_spectrograms\spectrogram_2572.npy,2.5
../mel_spectrograms\spectrogram_2573.npy,3.0
../mel_spectrograms\spectrogram_2574.npy,2.25
../mel_spectrograms\spectrogram_2575.npy,2.25
../mel_spectrograms\spectrogram_2576.npy,2.75
../mel_spectrograms\spectrogram_2577.npy,2.5
../mel_spectrograms\spectrogram_2578.npy,4.5
../mel_spectrograms\spectrogram_2579.npy,2.75
../mel_spectrograms\spectrogram_2580.npy,4.0
../mel_spectrograms\spectrogram_2581.npy,4.0
../mel_spectrograms\spectrogram_2582.npy,3.5
../mel_spectrograms\spectrogram_2583.npy,3.25
../mel_spectrograms\spectrogram_2584.npy,3.5
../mel_spectrograms\spectrogram_2585.npy,3.25
../mel_spectrograms\spectrogram_2586.npy,3.0
../mel_spectrograms\spectrogram_2587.npy,4.25
../mel_spectrograms\spectrogram_2588.npy,3.5
../mel_spectrograms\spectrogram_2589.npy,2.5
../mel_spectrograms\spectrogram_2590.npy,3.0
../mel_spectrograms\spectrogram_2591.npy,4.5
../mel_spectrograms\spectrogram_2592.npy,2.75
../mel_spectrograms\spectrogram_2593.npy,3.75
../mel_spectrograms\spectrogram_2594.npy,4.0
../mel_spectrograms\spectrogram_2595.npy,3.5
../mel_spectrograms\spectrogram_2596.npy,1.25
../mel_spectrograms\spectrogram_2597.npy,4.5
../mel_spectrograms\spectrogram_2598.npy,3.75
../mel_spectrograms\spectrogram_2599.npy,3.5
../mel_spectrograms\spectrogram_2600.npy,2.5
../mel_spectrograms\spectrogram_2601.npy,3.75
../mel_spectrograms\spectrogram_2602.npy,4.25
../mel_spectrograms\spectrogram_2603.npy,1.25
../mel_spectrograms\spectrogram_2604.npy,1.75
../mel_spectrograms\spectrogram_2605.npy,3.5
../mel_spectrograms\spectrogram_2606.npy,3.5
../mel_spectrograms\spectrogram_2607.npy,4.5
../mel_spectrograms\spectrogram_2608.npy,3.0
../mel_spectrograms\spectrogram_2609.npy,2.75
../mel_spectrograms\spectrogram_2610.npy,3.0
../mel_spectrograms\spectrogram_2611.npy,2.25
../mel_spectrograms\spectrogram_2612.npy,2.75
../mel_spectrograms\spectrogram_2613.npy,3.0
../mel_spectrograms\spectrogram_2614.npy,3.25
../mel_spectrograms\spectrogram_2615.npy,4.0
../mel_spectrograms\spectrogram_2616.npy,4.0
../mel_spectrograms\spectrogram_2617.npy,4.0
../mel_spectrograms\spectrogram_2618.npy,3.25
../mel_spectrograms\spectrogram_2619.npy,1.5
../mel_spectrograms\spectrogram_2620.npy,4.25
../mel_spectrograms\spectrogram_2621.npy,4.25
../mel_spectrograms\spectrogram_2622.npy,4.0
../mel_spectrograms\spectrogram_2623.npy,4.25
../mel_spectrograms\spectrogram_2624.npy,2.75
../mel_spectrograms\spectrogram_2625.npy,4.25
../mel_spectrograms\spectrogram_2626.npy,4.25
../mel_spectrograms\spectrogram_2627.npy,2.0
../mel_spectrograms\spectrogram_2628.npy,4.75
../mel_spectrograms\spectrogram_2629.npy,2.75
../mel_spectrograms\spectrogram_2630.npy,4.0
../mel_spectrograms\spectrogram_2631.npy,3.5
../mel_spectrograms\spectrogram_2632.npy,1.75
../mel_spectrograms\spectrogram_2633.npy,4.0
../mel_spectrograms\spectrogram_2634.npy,2.0
../mel_spectrograms\spectrogram_2635.npy,2.5
../mel_spectrograms\spectrogram_2636.npy,3.75
../mel_spectrograms\spectrogram_2637.npy,4.0
../mel_spectrograms\spectrogram_2638.npy,3.5
../mel_spectrograms\spectrogram_2639.npy,4.0
../mel_spectrograms\spectrogram_2640.npy,2.5
../mel_spectrograms\spectrogram_2641.npy,4.0
../mel_spectrograms\spectrogram_2642.npy,1.0
../mel_spectrograms\spectrogram_2643.npy,4.25
../mel_spectrograms\spectrogram_2644.npy,3.0
../mel_spectrograms\spectrogram_2645.npy,2.75
../mel_spectrograms\spectrogram_2646.npy,4.25
../mel_spectrograms\spectrogram_2647.npy,1.75
../mel_spectrograms\spectrogram_2648.npy,3.75
../mel_spectrograms\spectrogram_2649.npy,3.5
../mel_spectrograms\spectrogram_2650.npy,1.0
../mel_spectrograms\spectrogram_2651.npy,2.5
../mel_spectrograms\spectrogram_2652.npy,4.25
../mel_spectrograms\spectrogram_2653.npy,1.0
../mel_spectrograms\spectrogram_2654.npy,3.0
../mel_spectrograms\spectrogram_2655.npy,3.5
../mel_spectrograms\spectrogram_2656.npy,4.5
../mel_spectrograms\spectrogram_2657.npy,4.25
../mel_spectrograms\spectrogram_2658.npy,4.0
../mel_spectrograms\spectrogram_2659.npy,3.0
../mel_spectrograms\spectrogram_2660.npy,4.25
../mel_spectrograms\spectrogram_2661.npy,1.0
../mel_spectrograms\spectrogram_2662.npy,3.0
../mel_spectrograms\spectrogram_2663.npy,3.5
../mel_spectrograms\spectrogram_2664.npy,3.25
../mel_spectrograms\spectrogram_2665.npy,3.0
../mel_spectrograms\spectrogram_2666.npy,3.5
../mel_spectrograms\spectrogram_2667.npy,2.75
../mel_spectrograms\spectrogram_2668.npy,3.0
../mel_spectrograms\spectrogram_2669.npy,3.25
../mel_spectrograms\spectrogram_2670.npy,2.5
../mel_spectrograms\spectrogram_2671.npy,2.25
../mel_spectrograms\spectrogram_2672.npy,1.25
../mel_spectrograms\spectrogram_2673.npy,2.75
../mel_spectrograms\spectrogram_2674.npy,3.5
../mel_spectrograms\spectrogram_2675.npy,3.0
../mel_spectrograms\spectrogram_2676.npy,3.5
../mel_spectrograms\spectrogram_2677.npy,4.5
../mel_spectrograms\spectrogram_2678.npy,3.25
../mel_spectrograms\spectrogram_2679.npy,4.5
../mel_spectrograms\spectrogram_2680.npy,3.25
../mel_spectrograms\spectrogram_2681.npy,3.0
../mel_spectrograms\spectrogram_2682.npy,1.0
../mel_spectrograms\spectrogram_2683.npy,4.0
../mel_spectrograms\spectrogram_2684.npy,3.75
../mel_spectrograms\spectrogram_2685.npy,2.5
../mel_spectrograms\spectrogram_2686.npy,3.0
../mel_spectrograms\spectrogram_2687.npy,2.0
../mel_spectrograms\spectrogram_2688.npy,3.5
../mel_spectrograms\spectrogram_2689.npy,1.0
../mel_spectrograms\spectrogram_2690.npy,4.0
../mel_spectrograms\spectrogram_2691.npy,3.5
../mel_spectrograms\spectrogram_2692.npy,4.25
../mel_spectrograms\spectrogram_2693.npy,4.75
../mel_spectrograms\spectrogram_2694.npy,2.25
../mel_spectrograms\spectrogram_2695.npy,2.75
../mel_spectrograms\spectrogram_2696.npy,3.5
../mel_spectrograms\spectrogram_2697.npy,2.5
../mel_spectrograms\spectrogram_2698.npy,3.5
../mel_spectrograms\spectrogram_2699.npy,4.25
../mel_spectrograms\spectrogram_2700.npy,2.75
../mel_spectrograms\spectrogram_2701.npy,4.25
../mel_spectrograms\spectrogram_2702.npy,3.0
../mel_spectrograms\spectrogram_2703.npy,3.75
../mel_spectrograms\spectrogram_2704.npy,3.5
../mel_spectrograms\spectrogram_2705.npy,4.25
../mel_spectrograms\spectrogram_2706.npy,4.5
../mel_spectrograms\spectrogram_2707.npy,3.0
../mel_spectrograms\spectrogram_2708.npy,3.75
../mel_spectrograms\spectrogram_2709.npy,3.25
../mel_spectrograms\spectrogram_2710.npy,2.0
../mel_spectrograms\spectrogram_2711.npy,3.5
../mel_spectrograms\spectrogram_2712.npy,3.75
../mel_spectrograms\spectrogram_2713.npy,4.25
../mel_spectrograms\spectrogram_2714.npy,2.25
../mel_spectrograms\spectrogram_2715.npy,3.25
../mel_spectrograms\spectrogram_2716.npy,2.5
../mel_spectrograms\spectrogram_2717.npy,4.0
../mel_spectrograms\spectrogram_2718.npy,3.25
../mel_spectrograms\spectrogram_2719.npy,3.75
../mel_spectrograms\spectrogram_2720.npy,2.75
../mel_spectrograms\spectrogram_2721.npy,3.0
../mel_spectrograms\spectrogram_2722.npy,4.25
../mel_spectrograms\spectrogram_2723.npy,4.0
../mel_spectrograms\spectrogram_2724.npy,3.25
../mel_spectrograms\spectrogram_2725.npy,1.0
../mel_spectrograms\spectrogram_2726.npy,3.25
../mel_spectrograms\spectrogram_2727.npy,3.25
../mel_spectrograms\spectrogram_2728.npy,2.75
../mel_spectrograms\spectrogram_2729.npy,4.25
../mel_spectrograms\spectrogram_2730.npy,3.25
../mel_spectrograms\spectrogram_2731.npy,2.0
../mel_spectrograms\spectrogram_2732.npy,3.25
../mel_spectrograms\spectrogram_2733.npy,3.25
../mel_spectrograms\spectrogram_2734.npy,3.75
../mel_spectrograms\spectrogram_2735.npy,1.25
../mel_spectrograms\spectrogram_2736.npy,3.25
../mel_spectrograms\spectrogram_2737.npy,4.0
../mel_spectrograms\spectrogram_2738.npy,2.5
../mel_spectrograms\spectrogram_2739.npy,4.0
../mel_spectrograms\spectrogram_2740.npy,4.25
../mel_spectrograms\spectrogram_2741.npy,3.25
../mel_spectrograms\spectrogram_2742.npy,4.25
../mel_spectrograms\spectrogram_2743.npy,2.0
../mel_spectrograms\spectrogram_2744.npy,4.0
../mel_spectrograms\spectrogram_2745.npy,4.25
../mel_spectrograms\spectrogram_2746.npy,2.0
../mel_spectrograms\spectrogram_2747.npy,4.5
../mel_spectrograms\spectrogram_2748.npy,2.0
../mel_spectrograms\spectrogram_2749.npy,4.25
../mel_spectrograms\spectrogram_2750.npy,2.75
../mel_spectrograms\spectrogram_2751.npy,3.0
../mel_spectrograms\spectrogram_2752.npy,3.25
../mel_spectrograms\spectrogram_2753.npy,2.5
../mel_spectrograms\spectrogram_2754.npy,3.75
../mel_spectrograms\spectrogram_2755.npy,1.25
../mel_spectrograms\spectrogram_2756.npy,3.25
../mel_spectrograms\spectrogram_2757.npy,3.0
../mel_spectrograms\spectrogram_2758.npy,1.0
../mel_spectrograms\spectrogram_2759.npy,4.0
../mel_spectrograms\spectrogram_2760.npy,3.5
../mel_spectrograms\spectrogram_2761.npy,2.75
../mel_spectrograms\spectrogram_2762.npy,3.25
../mel_spectrograms\spectrogram_2763.npy,3.25
../mel_spectrograms\spectrogram_2764.npy,3.25
../mel_spectrograms\spectrogram_2765.npy,3.0
../mel_spectrograms\spectrogram_2766.npy,3.25
../mel_spectrograms\spectrogram_2767.npy,3.0
../mel_spectrograms\spectrogram_2768.npy,4.25
../mel_spectrograms\spectrogram_2769.npy,3.75
../mel_spectrograms\spectrogram_2770.npy,2.75
../mel_spectrograms\spectrogram_2771.npy,3.5
../mel_spectrograms\spectrogram_2772.npy,3.75
../mel_spectrograms\spectrogram_2773.npy,2.25
../mel_spectrograms\spectrogram_2774.npy,3.5
../mel_spectrograms\spectrogram_2775.npy,3.0
../mel_spectrograms\spectrogram_2776.npy,1.25
../mel_spectrograms\spectrogram_2777.npy,3.5
../mel_spectrograms\spectrogram_2778.npy,3.5
../mel_spectrograms\spectrogram_2779.npy,4.25
../mel_spectrograms\spectrogram_2780.npy,3.0
../mel_spectrograms\spectrogram_2781.npy,1.5
../mel_spectrograms\spectrogram_2782.npy,4.25
../mel_spectrograms\spectrogram_2783.npy,3.25
../mel_spectrograms\spectrogram_2784.npy,3.5
../mel_spectrograms\spectrogram_2785.npy,2.75
../mel_spectrograms\spectrogram_2786.npy,3.75
../mel_spectrograms\spectrogram_2787.npy,1.0
../mel_spectrograms\spectrogram_2788.npy,3.0
../mel_spectrograms\spectrogram_2789.npy,4.0
../mel_spectrograms\spectrogram_2790.npy,3.5
../mel_spectrograms\spectrogram_2791.npy,1.25
../mel_spectrograms\spectrogram_2792.npy,1.25
../mel_spectrograms\spectrogram_2793.npy,3.5
../mel_spectrograms\spectrogram_2794.npy,3.5
../mel_spectrograms\spectrogram_2795.npy,2.5
../mel_spectrograms\spectrogram_2796.npy,3.0
../mel_spectrograms\spectrogram_2797.npy,2.75
../mel_spectrograms\spectrogram_2798.npy,2.75
../mel_spectrograms\spectrogram_2799.npy,3.0
../mel_spectrograms\spectrogram_2800.npy,4.0
../mel_spectrograms\spectrogram_2801.npy,3.0
../mel_spectrograms\spectrogram_2802.npy,2.75
../mel_spectrograms\spectrogram_2803.npy,3.5
../mel_spectrograms\spectrogram_2804.npy,2.0
../mel_spectrograms\spectrogram_2805.npy,3.5
../mel_spectrograms\spectrogram_2806.npy,2.0
../mel_spectrograms\spectrogram_2807.npy,4.75
../mel_spectrograms\spectrogram_2808.npy,2.75
../mel_spectrograms\spectrogram_2809.npy,3.75
../mel_spectrograms\spectrogram_2810.npy,4.0
../mel_spectrograms\spectrogram_2811.npy,2.75
../mel_spectrograms\spectrogram_2812.npy,3.25
../mel_spectrograms\spectrogram_2813.npy,2.25
../mel_spectrograms\spectrogram_2814.npy,3.5
../mel_spectrograms\spectrogram_2815.npy,2.75
../mel_spectrograms\spectrogram_2816.npy,3.5
../mel_spectrograms\spectrogram_2817.npy,3.75
../mel_spectrograms\spectrogram_2818.npy,3.5
../mel_spectrograms\spectrogram_2819.npy,2.5
../mel_spectrograms\spectrogram_2820.npy,3.25
../mel_spectrograms\spectrogram_2821.npy,3.5
../mel_spectrograms\spectrogram_2822.npy,1.25
../mel_spectrograms\spectrogram_2823.npy,4.5
../mel_spectrograms\spectrogram_2824.npy,4.0
../mel_spectrograms\spectrogram_2825.npy,3.75
../mel_spectrograms\spectrogram_2826.npy,3.5
../mel_spectrograms\spectrogram_2827.npy,3.25
../mel_spectrograms\spectrogram_2828.npy,2.25
../mel_spectrograms\spectrogram_2829.npy,3.25
../mel_spectrograms\spectrogram_2830.npy,3.75
../mel_spectrograms\spectrogram_2831.npy,3.25
../mel_spectrograms\spectrogram_2832.npy,2.75
../mel_spectrograms\spectrogram_2833.npy,3.0
../mel_spectrograms\spectrogram_2834.npy,4.0
../mel_spectrograms\spectrogram_2835.npy,2.25
../mel_spectrograms\spectrogram_2836.npy,1.5
../mel_spectrograms\spectrogram_2837.npy,1.75
../mel_spectrograms\spectrogram_2838.npy,4.25
../mel_spectrograms\spectrogram_2839.npy,3.25
../mel_spectrograms\spectrogram_2840.npy,3.75
../mel_spectrograms\spectrogram_2841.npy,1.5
../mel_spectrograms\spectrogram_2842.npy,2.25
../mel_spectrograms\spectrogram_2843.npy,3.25
../mel_spectrograms\spectrogram_2844.npy,3.25
../mel_spectrograms\spectrogram_2845.npy,2.0
../mel_spectrograms\spectrogram_2846.npy,3.75
../mel_spectrograms\spectrogram_2847.npy,1.75
../mel_spectrograms\spectrogram_2848.npy,4.0
../mel_spectrograms\spectrogram_2849.npy,3.75
../mel_spectrograms\spectrogram_2850.npy,4.0
../mel_spectrograms\spectrogram_2851.npy,2.75
../mel_spectrograms\spectrogram_2852.npy,4.0
../mel_spectrograms\spectrogram_2853.npy,2.75
../mel_spectrograms\spectrogram_2854.npy,3.0
../mel_spectrograms\spectrogram_2855.npy,3.25
../mel_spectrograms\spectrogram_2856.npy,3.5
../mel_spectrograms\spectrogram_2857.npy,3.25
../mel_spectrograms\spectrogram_2858.npy,3.0
../mel_spectrograms\spectrogram_2859.npy,3.75
../mel_spectrograms\spectrogram_2860.npy,3.25
../mel_spectrograms\spectrogram_2861.npy,3.25
../mel_spectrograms\spectrogram_2862.npy,4.0
../mel_spectrograms\spectrogram_2863.npy,2.25
../mel_spectrograms\spectrogram_2864.npy,3.25
../mel_spectrograms\spectrogram_2865.npy,4.25
../mel_spectrograms\spectrogram_2866.npy,3.5
../mel_spectrograms\spectrogram_2867.npy,3.5
../mel_spectrograms\spectrogram_2868.npy,3.75
../mel_spectrograms\spectrogram_2869.npy,1.5
../mel_spectrograms\spectrogram_2870.npy,3.25
../mel_spectrograms\spectrogram_2871.npy,2.0
../mel_spectrograms\spectrogram_2872.npy,4.0
../mel_spectrograms\spectrogram_2873.npy,3.0
../mel_spectrograms\spectrogram_2874.npy,2.25
../mel_spectrograms\spectrogram_2875.npy,3.75
../mel_spectrograms\spectrogram_2876.npy,3.0
../mel_spectrograms\spectrogram_2877.npy,3.5
../mel_spectrograms\spectrogram_2878.npy,2.25
../mel_spectrograms\spectrogram_2879.npy,4.25
../mel_spectrograms\spectrogram_2880.npy,4.25
../mel_spectrograms\spectrogram_2881.npy,2.5
../mel_spectrograms\spectrogram_2882.npy,2.5
../mel_spectrograms\spectrogram_2883.npy,3.5
../mel_spectrograms\spectrogram_2884.npy,3.75
../mel_spectrograms\spectrogram_2885.npy,3.0
../mel_spectrograms\spectrogram_2886.npy,1.25
../mel_spectrograms\spectrogram_2887.npy,2.75
../mel_spectrograms\spectrogram_2888.npy,4.5
../mel_spectrograms\spectrogram_2889.npy,3.5
../mel_spectrograms\spectrogram_2890.npy,3.25
../mel_spectrograms\spectrogram_2891.npy,2.75
../mel_spectrograms\spectrogram_2892.npy,1.25
../mel_spectrograms\spectrogram_2893.npy,4.5
../mel_spectrograms\spectrogram_2894.npy,3.25
../mel_spectrograms\spectrogram_2895.npy,3.5
../mel_spectrograms\spectrogram_2896.npy,3.0
../mel_spectrograms\spectrogram_2897.npy,2.0
../mel_spectrograms\spectrogram_2898.npy,3.25
../mel_spectrograms\spectrogram_2899.npy,1.25
../mel_spectrograms\spectrogram_2900.npy,4.0
../mel_spectrograms\spectrogram_2901.npy,3.75
../mel_spectrograms\spectrogram_2902.npy,4.25
../mel_spectrograms\spectrogram_2903.npy,4.0
../mel_spectrograms\spectrogram_2904.npy,3.25
../mel_spectrograms\spectrogram_2905.npy,4.0
../mel_spectrograms\spectrogram_2906.npy,3.25
../mel_spectrograms\spectrogram_2907.npy,2.75
../mel_spectrograms\spectrogram_2908.npy,3.5
../mel_spectrograms\spectrogram_2909.npy,2.75
